Compound,A1,A10,A11,A20,A28,A29,A30,A6,A7,A9,B1,B10,B2,B3,B4,B5,B6,B7,B8,B9
LysoPS(16:0/0:0),0.005006352,0.004070166,0.008635059,0.002648533,0.006066156,0.003612732,0.003235674,0.002152423,0.004362106,0.00339439,0.01094348,0.010143474,0.00154119,0.023631802,0.011015872,0.01159637,0.017803482,0.005405198,0.001806831,0.009554234
Lysyl-Phenylalanine,0.000128342,0.001547536,0.001014857,0.00111145,0.000197151,0.000271159,0.000409848,0.000365757,0.001163445,0.004538264,0.001253312,0.015778154,0.00049254,0.003916059,0.000753124,0.000481829,0.001401337,0.013361232,0.003517722,0.01342345
MEHP,0.20091376,0.119765687,0.118745153,0.129174532,0.242894947,0.165007802,0.072804511,0.192245069,0.197065966,0.160402482,0.095159799,0.153952046,0.106967021,0.077463566,0.056566148,0.058050452,0.111699552,0.192391835,0.147064687,0.048315288
METHOPRENE (S),0.012369639,0.000929852,0.008560864,0.000848235,0.00280776,0.000638378,0.006796182,0.001780582,0.003098193,0.002352151,0.004447772,0.005003543,0.00130998,0.00611826,0.005980082,0.00312158,0.014915377,0.002472846,0.008462385,0.003901882
MG(18:1(9Z)/0:0/0:0),0.005317877,0.00286596,0.003195003,0.00450871,0.00584639,0.003245827,0.002058756,0.00476883,0.004547398,0.007405032,0.00262116,0.01072446,0.003353683,0.009823992,0.002591992,0.001473623,0.00782718,0.004677246,0.003197122,0.072183586
MG(i-15:0/0:0/0:0),0.008935232,0.003606907,0.005863957,0.005287576,0.009014277,0.001592809,0.00297539,0.001948139,0.004878555,0.008056353,0.003704437,0.026145935,0.00576728,0.029227962,0.002567729,0.00757103,0.039775197,0.003778143,0.001659428,0.012619731
MGDG 14:0_18:1,0.019037794,0.006142278,0.020674442,0.009203707,0.010716617,0.016506901,0.005456837,0.005864532,0.01084312,0.018914141,0.02307167,0.015951101,0.021351201,0.01458672,0.015802459,0.019175007,0.017768377,0.010623723,0.01495809,0.016507941
MGDG 18:1_18:1,0.005464926,0.004996665,0.003624163,0.00107613,0.010913607,0.006023137,0.001612714,0.086227226,0.002258414,0.017905366,0.001704274,0.004380252,0.003460666,0.003219779,0.004442581,0.006610392,0.004104553,0.013386242,0.005553583,0.003042719
MGDG 27:0,0.008519591,0.002011979,0.008983041,0.008218977,0.003186075,0.00591314,0.00064593,0.001095079,0.000992614,0.005560312,0.024807341,0.014724911,0.008644309,0.006411728,0.0089635,0.004790953,0.010449465,0.002658273,0.009749682,0.02129793
MGDG 31:0,0.008721296,0.002304872,0.001671624,0.003270424,0.002871379,0.004171174,0.004539512,0.000351483,0.000596102,0.007343183,0.038837796,0.025720653,0.005174527,0.00809575,0.003056843,0.002900201,0.044072634,0.002197301,0.008092157,0.034744874
MGDG 32:2,0.004225544,0.001137348,0.005171761,0.00329531,0.000509108,0.003760704,0.001217207,0.000912438,0.00053884,0.003785778,0.009348344,0.004467171,0.00697855,0.003615156,0.016956351,0.011751903,0.005019117,0.000678292,0.003456725,0.008870736
MGDG 34:1,0.012484338,0.003172889,0.00601388,0.003418568,0.006153064,0.003369592,0.007246915,0.003503948,0.005034284,0.008315677,0.030149319,0.025187983,0.003016577,0.023342604,0.026713969,0.014308483,0.023385099,0.004547589,0.00919699,0.014646732
MGDG 35:3,0.002448884,0.000587356,0.003920134,0.000372392,0.003248245,0.000646738,0.000701256,0.000329275,0.001208184,0.003096277,0.005306096,0.004867258,0.004482923,0.010681438,0.012514466,0.007481289,0.005081645,0.001511337,0.001831054,0.010706451
MGDG 36:3,0.002880298,0.000106192,0.001845296,0.000146236,0.002604021,0.000505499,0.000477691,0.000524567,0.000741411,0.001706565,0.004770093,0.00215117,0.001336083,0.009490933,0.00454123,0.001506244,0.001073683,0.001325848,0.00048113,0.01095289
MGDG 36:5,0.000481757,0.001200837,0.001210909,0.001368413,0.0,0.002471063,0.0,0.000252809,0.0,0.00176557,0.000655762,0.000626183,0.005194408,0.01223021,0.008366224,0.002593076,0.0,0.0,0.001954249,0.009550319
MGDG 6:0_18:2,0.001877582,0.000507478,0.001770181,7.94683e-05,0.000141727,0.000275959,0.000528912,5.36637e-05,0.002239152,0.001033244,0.028669717,0.017261298,0.002305758,0.036997578,0.00819394,0.000894508,0.00071956,0.009066388,0.001116952,0.024427578
MLCL 14:1_18:1_20:5,0.0,0.0,0.000628858,4.08768e-05,7.23508e-05,4.59481e-05,1.99215e-05,0.0,0.0,0.0,0.0,0.000662444,0.0,0.021664834,0.0,0.0,0.0,0.00010659,0.0,0.000353262
Malonic semialdehyde,0.009051959,0.013428499,0.030137206,0.002713826,0.010822216,0.005489434,0.004299628,0.004043978,0.015727545,0.06731152,0.033153043,0.033950323,0.00931711,0.064452183,0.00330081,0.009412696,0.004652477,0.036321674,0.004677177,0.046867477
Mannose 6-phosphate,0.024593814,0.016573408,0.015042821,0.004458443,0.012413281,0.010127624,0.004505666,0.034743985,0.037983104,0.033731753,0.001781593,0.011011751,0.073537687,0.002782013,0.002866524,0.000689021,0.002560218,0.189699867,0.014954249,0.008003949
Manumycin A,0.000310465,0.002137974,0.00104187,3.53647e-05,0.000764381,0.000451877,0.00046581,0.000296695,0.00083768,0.001511944,0.022702586,0.001900483,9.22151e-05,0.002598344,0.004779121,0.027400472,0.035936924,0.0012502,0.001204374,0.002129818
Marasmene,0.026179446,0.014353088,0.011113277,0.013039662,0.02684971,0.019796085,0.007747733,0.019440701,0.01757171,0.010579123,0.010851544,0.015031045,0.008486798,0.008862097,0.00402971,0.007378189,0.013424563,0.020054204,0.018626197,0.004812084
Maropitant,0.279583876,0.096895712,1.498667994,0.019263183,0.013378925,0.015459592,0.849951898,0.017709147,0.225826854,0.287341825,0.657844496,0.274980164,0.058691902,0.519825404,1.26657726,1.173631694,0.682208933,0.031756638,0.22666992,0.803589095
Mascaroside,0.003502466,0.005348745,0.000949561,0.004223474,0.004041959,0.00389618,0.001949314,0.004982584,0.007291622,0.005368773,0.000605349,0.015395362,0.003605921,0.001535884,0.001357495,0.0038053,0.000582458,0.027179761,0.008418883,0.003173261
Medicocarpin,0.00204375,0.001591112,0.001518815,0.001623827,0.002559185,0.001807722,0.000722453,0.004147268,0.001179879,0.0,0.001119796,0.003508248,0.00095819,0.000535528,0.001077782,0.000942984,0.00189434,0.00194633,0.000609159,0.004758963
Melanin,0.00155883,0.00151288,0.00183298,0.001619942,0.00407558,0.002211825,0.000257792,0.002126508,0.002557786,0.001262863,0.001194899,0.004621879,0.000431333,0.00083054,0.000696007,0.00058042,0.001559523,0.00247418,0.001728927,0.001846654
Menoctone,0.022270655,0.016738712,0.011537732,0.013995923,0.028776081,0.01606966,0.007315007,0.022229499,0.02909531,0.018131101,0.012036378,0.020403602,0.01300097,0.009995319,0.006150176,0.008118787,0.014482158,0.024491242,0.019554037,0.006262252
Mepartricin B,0.000235979,0.008157631,0.00139811,7.10411e-05,0.0,0.0,0.001153837,0.000229208,0.000139256,0.00127575,0.002495709,0.003090446,3.0171e-05,0.001336786,0.001606756,0.001502029,0.006473482,0.000685759,0.000408756,0.001615086
Merodesmosine,0.005812032,0.018439997,0.008021444,0.000354619,0.003713884,0.008265243,0.003619266,0.01743162,0.004543021,0.003002685,0.009312245,0.021864963,0.000900508,0.008966594,0.012644443,0.120170885,0.006515769,0.078371245,0.0401868,0.085289864
Meta-Tyrosine,0.031259053,0.002648219,0.032623429,0.001625692,0.003977971,0.001355226,0.010035157,0.001442289,0.007090038,0.070749395,0.156233807,0.244997908,0.031178368,0.166309467,0.130916025,0.081662923,0.230853269,0.134654483,0.033460008,0.024127068
Metergoline,0.008459073,0.004693815,0.004642412,0.006441302,0.008158064,0.00694816,0.002778447,0.008406587,0.00587383,0.008522071,0.00338842,0.009361854,0.004468274,0.027033278,0.019536469,0.025803543,0.003870477,0.007447028,0.005437662,0.026543307
"Methyl (9Z)-10'-oxo-6,10'-diapo-6-carotenoate",0.63286526,0.110728209,0.215544351,0.122656122,0.163473274,0.10355357,0.047146749,0.289226442,0.308313363,0.471534219,0.159764303,0.175502162,1.060963139,0.330665423,0.427568617,0.208023405,0.179740889,0.422266912,0.584381014,0.192406861
"Methyl 2,4,6-trihydroxybenzoate",0.014589157,0.000980201,0.001571315,0.002825495,0.041841066,0.000849097,0.003616454,0.003334885,0.001728307,0.001661069,0.002658956,0.002227416,0.001077034,0.003758955,0.000613879,0.001210292,0.000749038,0.018029987,0.004544087,0.008480332
Methyl benzoate,0.001528318,0.000962517,0.002209264,0.001097694,0.001524228,0.001066883,0.000589442,0.001422802,0.001751425,0.002765366,0.002042535,0.008846977,0.000619865,0.012190189,0.000486535,0.001808573,0.002955491,0.002886499,0.00285044,0.003048101
Methyl jasmonate,0.006181287,0.004401738,0.005035336,0.005664721,0.010970871,0.005818203,0.002511991,0.006714167,0.008645531,0.006047245,0.005918874,0.008328268,0.005431601,0.00306815,0.002070426,0.003382046,0.004625227,0.006154677,0.007364179,0.002242824
Mirodenafil,0.003785189,0.014857956,0.005336992,0.000969137,0.005958388,0.002086964,0.002629977,0.005540344,0.027883861,0.011854691,0.000290824,0.018626948,0.001140264,0.014303786,0.000758368,0.000460779,0.00292319,0.045880551,0.005190961,0.00229117
Momilactone A,0.016773252,0.01193674,0.009761119,0.004496627,0.009921862,0.006059795,0.000503635,0.046928548,0.026333579,0.026445696,0.002248808,0.012198497,0.003634205,0.012424865,0.002570472,0.018177159,0.053488471,0.029005762,0.002851796,0.047209726
Mpomeovt,0.00242129,0.000961527,0.000841797,0.000618832,0.000407619,0.000635431,0.000291332,0.001265356,0.001418018,0.004240626,0.016973313,0.065158429,0.000434464,0.005453359,0.00076772,0.002701268,0.003432246,0.012990805,0.002210388,0.026023102
Myristoylglycine,0.0,4.31036e-05,0.001543108,0.000798475,0.001852282,0.014205616,0.002451122,0.000896432,0.017306799,0.000255418,0.0,0.000787307,0.001682358,0.000406427,0.001487072,0.00010683,0.002254416,0.0,0.001225357,3.05999e-05
N-Acetyl-4-O-acetylneuraminic acid,0.002548641,0.001082419,0.009979382,0.000970905,0.002487099,0.001461493,0.001086885,0.00079784,0.011246809,0.01275932,0.003971715,0.010968842,0.00099458,0.000562068,0.008241989,0.002516385,0.004967324,0.003414117,0.002957374,0.000360946
N-Acetyl-7-O-acetylneuraminic acid,0.015451965,0.003511173,0.031537224,0.00416485,0.012186141,0.005759323,0.008498158,0.003203016,0.026803478,0.045015866,0.035866606,0.050416486,0.00280475,0.013340371,0.04304662,0.00750997,0.020571928,0.00775281,0.016725009,0.014817774
N-Acetyl-D-galactosamine,0.003799479,0.002684598,0.026100872,0.0,0.0,0.0,0.000217018,0.0,0.01194709,0.041142617,0.01446308,0.021343105,0.001878125,0.008827412,0.013247956,0.007996238,0.007022597,0.009518543,0.009185343,0.007417435
N-Acetyl-L-phenylalanine CollisionEnergy:102040,0.001101277,0.00199403,0.01362722,0.001254134,0.001168866,0.000942151,0.001045766,0.001936478,0.029723024,0.00359205,0.003675546,0.01434351,0.001539177,0.018070327,0.016534806,0.002681171,0.012578173,0.004193282,0.002179264,0.005763258
N-Acetyl-a-neuraminic acid,1.627545245,1.013221111,3.402429841,0.544477793,0.588460259,0.390578906,0.30506961,0.202420875,1.910222675,6.482170655,1.695790208,2.865038276,0.187267119,2.61754269,2.448121854,1.83310459,0.786871812,0.726247743,0.795015624,1.204870435
N-Acetylgalactosamine 6-sulfate,0.006625951,0.014326406,0.046076456,0.005879167,0.013704795,0.006300348,0.00232124,0.0039583,0.016354564,0.052376068,0.387879826,0.133109201,0.004535876,0.069271927,0.043188024,0.014337021,0.175424057,0.066403329,0.018640304,0.187620538
N-Acetylisoleucine,0.000513715,0.000419737,0.002122455,0.000468736,0.000515499,0.000388622,0.000274347,0.001002338,0.003443973,0.002741882,0.00296789,0.015040703,0.000740577,0.01991317,0.020611232,0.002896074,0.017232225,0.002612914,0.000912791,0.007618269
N-Acetylneuraminic acid,0.080759092,0.070957927,0.250734266,0.040448233,0.027842034,0.020830875,0.016790559,0.01570427,0.127796181,0.463626237,0.093801928,0.164956606,0.0144377,0.139440567,0.150299283,0.089063965,0.037906471,0.044030735,0.053799029,0.072717705
N-Lauroyl Alanine,0.001190001,0.176079153,0.009034945,0.000627037,0.001265503,0.054619927,0.595178129,0.268825142,0.008944312,0.005443869,0.000503349,0.001415681,0.001372897,0.000451517,0.000548823,0.000233447,0.001212515,0.004067838,0.001171604,0.000166946
N-Lauroylsarcosine,0.001780469,0.666364767,0.029527679,0.001309501,0.003048001,0.209982735,2.106338456,0.914625809,0.03499634,0.01784882,0.001009535,0.002150721,0.002891123,0.00171757,0.000845461,0.000331937,0.00661006,0.002104402,0.001133931,0.005000746
N-Linoleoyl Threonine,0.001262096,0.000771093,0.006243448,0.001697469,0.001225092,0.00049744,0.002058696,0.001153933,0.00160067,0.003593686,0.004614645,0.002366915,0.00205084,0.013487464,0.020305762,0.012466674,0.010793253,0.001758185,0.001266637,0.007877497
N-Myristoyl Tyrosine,0.004663428,0.000772552,0.001638951,0.000192955,0.000252628,9.72542e-05,0.001333142,0.003794853,0.001040511,0.015910823,0.047805692,0.003869547,0.000346071,0.032357756,0.026519241,0.005935256,0.005378844,0.000274017,0.003236883,0.047862816
N-Nervonoyl Glycine,0.051194033,0.027358861,0.020481195,0.020532798,0.045174961,0.025054345,0.013481591,0.049371576,0.047017734,0.045364957,0.028774324,0.036845279,0.020192424,0.02203338,0.017896853,0.017448229,0.033548158,0.046864333,0.036171258,0.025690434
N-Oleoylethanolamine,0.000771084,0.000508902,0.007766414,0.000404546,0.000406538,0.000495153,0.003239386,0.000505262,0.001327116,0.002254012,0.00447327,0.002071286,0.000388546,0.021325522,0.013113599,0.006823353,0.011317422,0.001116613,0.000545779,0.005324774
N-Palmitoyl Threonine,0.0,0.000208387,0.000634208,0.000606412,0.00022067,0.0,0.000508326,0.000463737,0.000442936,0.000346355,0.000366119,0.001117869,0.000336025,0.003066943,0.003998068,0.003917367,0.003538481,0.00023094,0.000256117,0.002527962
N-Stearoyl Glutamic acid,0.002284117,0.001436779,0.001332659,0.001407122,0.0031046,0.001777504,0.000765502,0.00217603,0.002077916,0.002158135,0.003265912,0.001265695,0.001604103,0.000919771,0.001213577,0.000711705,0.001189891,0.001850911,0.001875417,0.001570181
N-Stearoyl Valine,0.044398918,0.028432085,0.029067607,0.025770848,0.033050856,0.033964096,0.013148333,0.039349544,0.032627876,0.023479636,0.022186243,0.022316488,0.010934704,0.014890883,0.012867356,0.011602297,0.025459306,0.044092428,0.033605347,0.007906181
N-Undecanoylglycine,0.015025203,0.004968796,0.008097023,0.009003587,0.033509077,0.009217061,0.011063044,0.031826111,0.010227842,0.006694369,8.84944e-05,0.011826963,0.008132285,0.001161411,0.004380468,0.002459232,0.014656048,0.008442718,0.006100451,0.002104391
"N-[(3a,5b,7a)-3-hydroxy-24-oxo-7-(sulfooxy)cholan-24-yl]-Glycine",0.006796351,0.018022798,0.002160276,0.00568374,0.001594163,0.003059141,0.000117283,0.009738506,0.03247357,0.023782392,0.00900384,0.008679043,0.017403211,0.003569172,0.01033942,0.004322159,0.001645339,0.012831695,0.012908725,0.002359745
"N-[2-(3,4-Dihydroxyphenyl)ethyl]icosa-5,8,11,14-tetraenamide",0.012414061,0.003663275,0.00247362,0.002574676,0.002383583,0.001581222,0.007319239,0.000715546,0.021374189,0.022500175,0.203520354,0.023051525,0.004166269,0.147179209,0.016255713,0.009679265,0.023831396,0.01130524,0.032260139,0.066538557
N-[4-[1-[2-(6-Methylpyridin-2-yl)ethyl]piperidine-4-carbonyl]phenyl]methanesulfonamide,0.000417954,0.009715289,0.000509007,0.00028335,0.000235209,0.004005831,0.01605421,0.000528063,0.001418345,0.000351231,0.000305105,0.000625375,0.000528619,0.00046693,0.001202189,0.000182537,0.000504633,0.002209836,0.000460288,0.000610836
N-acetyllactosamine,0.004892414,0.004916896,0.047246118,0.00270409,0.003333483,0.000510465,0.00202567,0.004267905,0.014333548,0.061328685,0.019063591,0.025296894,0.001723088,0.012931572,0.025781371,0.018750008,0.010169608,0.012399971,0.006901552,0.008492079
NAD,0.005156158,0.008269423,0.01500335,0.00041327,0.001486367,0.001462401,0.003598546,0.001832371,0.00208526,0.002931231,0.0052511,0.003961925,0.001892108,0.010412783,0.034123809,0.008943134,0.009870565,0.003033702,0.002278663,0.003954753
NAD+,0.002693212,0.002259147,0.011678883,0.000406981,0.000489857,0.0008147,0.003000312,0.002938949,0.001850553,0.001579375,0.007069321,0.004492392,0.001098935,0.001934916,0.042364931,0.006102336,0.012259677,0.005134509,0.001264265,0.008329152
"Naphthalene-1,2-diol",0.003226935,0.002067179,0.001860573,0.00173506,0.004052226,0.002292681,0.00122367,0.002565265,0.003697744,0.002673357,0.002137242,0.003124642,0.001710912,0.001536789,0.001064965,0.001756348,0.002056386,0.00303341,0.002193796,0.000936261
Neohesperidin,0.000165159,3.31053e-05,0.000123305,5.12171e-05,0.000443764,0.0,1.74002e-05,5.09528e-05,0.000737895,0.000647937,6.89703e-05,0.000279812,0.002485956,0.000855924,0.000397856,0.052819847,0.000996027,0.005568156,0.000156999,0.00252877
Neryl formate,0.00125574,0.001204471,0.004212145,0.000423807,0.000250818,0.00065136,0.000408496,0.001069628,0.002000406,0.002779562,0.001120757,0.005624918,0.000224978,0.003012131,0.000522839,0.001847077,0.0018863,0.002074424,0.000452498,0.001676479
Neuromedin C,0.000136501,8.44563e-05,0.000136858,3.67519e-05,0.000234349,6.03651e-05,4.41934e-05,8.33152e-05,0.00013148,0.000131721,0.009662212,0.001761081,8.67683e-05,0.002982701,0.005642703,0.000170889,0.000317271,0.000333332,6.61233e-05,0.001353226
Niranthin,0.022291598,0.014078014,0.011336437,0.013965685,0.02444021,0.015728349,0.007871561,0.028886803,0.020564136,0.015942197,0.002875362,0.021796808,0.015675399,0.009501408,0.006876534,0.006013659,0.014371793,0.023979018,0.017823039,0.005692167
O-butanoyl-carnitine,0.000571454,0.001413687,0.001177094,0.000629849,0.000741338,0.000509312,0.00019459,0.002421732,0.002734966,0.000846621,0.000414049,0.002491953,0.000717603,0.000883791,0.000546029,0.000437874,0.000866823,0.003441912,0.001956327,0.000527999
Obacunone,0.002940816,0.000657483,0.001553598,0.0004481,0.000794933,0.000579,0.000719922,0.000506729,0.001279028,0.005162274,0.012436687,0.005370352,0.001385012,0.00917235,0.00396158,0.002062189,0.006476574,0.003341079,0.002237252,0.00992356
Obtusifolin,0.027249441,0.007011685,0.010643369,0.012838307,0.01885469,0.013768375,0.003840961,0.009664413,0.012993916,0.031122673,0.006981027,0.01032537,0.006820801,0.007243327,0.002907793,0.004426202,0.01637462,0.01269441,0.012048459,0.004693796
Octadecyl ferulate,0.047818655,0.047940912,0.046540361,0.041036119,0.03901257,0.03207991,0.014459054,0.048776476,0.051758761,0.037948552,0.025558117,0.047318402,0.038203482,0.036272203,0.048375683,0.028515436,0.03144284,0.068723808,0.039067007,0.014515848
Octenidine,0.000806742,0.000756263,0.012938303,0.000694197,0.001050329,0.000779548,0.000329009,0.000951376,0.001442592,0.000944129,0.006545771,0.00233955,0.000824848,0.015031016,0.004057401,0.000750712,0.002647231,0.001161348,0.001120579,0.015245668
Octinoxate,0.001029657,0.000679941,0.000863881,0.000909128,0.001431626,0.000709671,0.000332386,0.000981625,0.001570323,0.000810171,0.000506274,0.00109084,0.000605895,0.000660917,0.000393744,0.000425553,0.000689529,0.001479203,0.000784797,8.40418e-05
Oleic acid,0.567325313,0.139011585,0.297531382,0.058139356,0.052727017,0.078937182,0.139882308,0.049610322,0.276006778,1.344929562,1.441129025,0.72422457,0.27523997,1.871368669,0.583621174,1.144895966,0.968841692,0.398345673,0.32159481,2.233117629
Oleoyltaurine,0.003097332,0.001425281,0.001145172,0.000854863,0.000789672,0.000934182,0.000759425,0.001024272,0.008818804,0.008411407,0.001326007,0.003106901,0.000568512,0.013851601,0.003629019,0.002097269,0.001260327,0.005070162,0.001315103,0.018382231
Oxaloacetate,0.042295049,0.021786924,0.023742388,0.025106389,0.045664814,0.026967174,0.007041358,0.032123367,0.04189598,0.026929622,0.020302378,0.021824102,0.022148345,0.013117063,0.011712607,0.012028504,0.0136755,0.041185859,0.022070472,0.00990948
Oxatomide,0.022142648,0.01496754,0.014554582,0.013325248,0.023211384,0.0091452,0.006677725,0.021560864,0.021441997,0.01698443,0.014469587,0.023674685,0.015277001,0.013722025,0.010047566,0.009412718,0.01766097,0.033187236,0.020653949,0.006920149
Oxytocin,0.0,0.000146777,0.000551338,0.0,0.0,0.0,0.0,4.18279e-05,5.02661e-05,0.000139976,0.000466921,0.000641079,0.0,0.000647414,0.006416538,0.001060342,0.001921863,0.000126201,0.0,0.000809653
PA 24:2,0.042875514,1.929299527,0.00142169,0.040146057,0.048699013,0.020343855,2.409121983,0.001613916,0.017332297,0.001867284,0.01029051,0.001328733,0.027006836,0.244930175,0.582903205,0.000672572,0.002762761,0.008668298,0.001013904,0.218601254
"PA(16:0/18:3(9Z,12Z,15Z))",0.004773976,0.004211884,0.005116216,0.003537422,0.00318948,0.003697598,0.001361675,0.003575601,0.005138255,0.003502811,0.005015235,0.005658693,0.005731989,0.004518829,0.003462115,0.001251442,0.006892164,0.00686054,0.006947764,0.003178777
PA(18:0/LTE4),0.0,0.00294393,0.001219942,0.010780871,0.026762404,0.031906436,0.001294594,0.001733174,0.0,0.0,0.0,0.0,0.021144939,0.000578889,0.000619628,0.016624464,0.002455308,0.001882716,0.007195218,0.000556443
"PA(18:1(12Z)-2OH(9,10)/i-21:0)",0.005199661,0.042747607,0.005158924,0.306003222,0.021051474,0.353641274,0.002334957,0.011142579,0.0,0.023836564,0.03154237,0.008194188,0.248459213,0.009024955,0.005788734,0.247422526,0.003640127,0.00377403,0.040464678,0.001852311
"PA(18:2(9Z,12Z)/18:1(11Z))",0.001467591,0.001434758,0.001658712,0.001715663,0.002756493,0.001905937,0.00062522,0.002342064,0.002846402,0.00224265,0.001654368,0.00185448,0.001777816,0.00081596,0.000670328,0.001245559,0.001095806,0.00287841,0.001889873,0.000543851
"PA(18:3(6Z,9Z,12Z)/18:2(9Z,12Z))",0.000518274,0.000351457,0.000912547,0.000574004,0.000108312,0.00110799,0.00070997,0.000103493,0.000461997,0.000897787,0.001329367,0.000758145,0.001104776,0.005578539,0.002441761,0.001425064,0.000996198,0.00044386,0.000988159,0.010290887
"PA(18:3(9Z,12Z,15Z)/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))",0.0,0.000137845,0.000458587,0.0,0.000110009,4.28561e-05,0.000204743,0.000111224,0.0,0.0,0.000156464,0.000961957,0.0,0.002323866,0.001719945,0.000140802,0.005067011,0.001082595,0.000364479,0.000762097
"PA(20:4(5Z,7E,11Z,14Z)-OH(9)/P-16:0)",0.000706108,0.000560331,0.000516297,0.000468283,0.000380799,0.000497451,0.000711228,0.000387024,0.000919154,0.001598212,0.0028003,0.001403619,0.001313243,0.006335362,0.003334756,0.002884494,0.001198228,0.000559204,0.000866425,0.005995751
"PA(20:4(5Z,8Z,10E,14Z)-OH(12S)/i-21:0)",0.017992545,0.004089042,0.005075872,0.005036407,0.008793717,0.006236456,0.003072847,0.007737717,0.009793063,0.012336136,0.003679142,0.007110266,0.006401841,0.004009988,0.003000606,0.005827821,0.004987623,0.007677716,0.010613588,0.002691705
"PA(20:5(5Z,8Z,11Z,14Z,17Z)/LTE4)",0.000775865,0.000439351,0.000517072,0.000350064,0.000268609,0.000313532,0.00017949,0.000263817,0.00094264,0.001095289,0.002777604,0.004156864,0.000169742,0.240167041,0.001583398,0.000260585,0.003879772,0.001043513,0.000447443,0.027693691
"PA(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z))",0.189754701,0.015546966,2.808380472,0.079246434,1.019249205,0.171454043,0.08537517,0.399034816,0.444325403,0.091613328,0.018301141,0.010590144,0.097336286,0.016564824,0.024961705,0.152752679,0.038739918,0.080716269,0.058902235,0.002219129
PA(22:1(13Z)/6 keto-PGF1alpha),0.0,0.00728548,0.002336151,0.010651849,0.000918227,0.009472813,0.000256595,0.001781329,0.0,0.000607822,0.001470296,0.0,0.007680966,0.001412317,0.000504534,0.01029087,0.001397093,0.000128683,0.001457679,0.003145768
"PA(22:5(4Z,7Z,10Z,13Z,16Z)/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))",0.0,0.000576085,0.0008057,3.8255e-05,6.65843e-05,0.0,0.000194276,5.53455e-05,6.53979e-05,0.0,0.000314284,0.001384304,0.0,0.002140359,0.005001778,0.002520227,0.004079223,0.000403092,4.65657e-05,0.001359241
"PA(22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,13E)-OH(15S))",0.000137718,9.38833e-05,0.000153182,8.33555e-05,6.71565e-05,0.000127816,6.7256e-05,0.0,6.79147e-05,0.000174847,0.00133827,0.001907766,0.000544885,0.001543634,0.00088261,0.000740562,0.0,9.68691e-05,0.000265535,0.000251387
"PA(24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.087690453,0.00739525,0.419992457,0.013637325,0.400591567,0.082565113,0.026078262,0.116196001,0.175300246,0.016111069,0.005937461,0.002536513,0.044175248,0.005955715,0.005649245,0.036236983,0.00814437,0.022173051,0.022287578,0.001354109
PA(8:0/i-13:0),0.00553026,0.001828187,0.004052344,0.001088651,0.001648973,0.000797242,0.00055122,0.001389404,0.001823076,0.001077789,0.009221056,0.004319838,0.001198363,0.008313594,0.003829565,0.005767463,0.005752992,0.002967746,0.002863142,0.008129959
"PA(PGE2/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.00149977,0.000662649,8.50451e-05,0.000207559,0.000295437,0.000718458,0.000173933,0.0,0.000381707,0.001051445,0.012315517,0.004557056,6.06175e-05,0.001920647,0.007330092,0.000537685,0.001121987,0.004442279,0.000369288,0.001275353
PA(PGJ2/10:0),0.002347803,0.008916361,0.000691127,0.000998391,0.000554355,0.000544266,0.017145027,0.001643509,0.00075755,0.001221019,0.000349241,0.000339516,0.003028436,0.006019518,0.014747121,0.000432301,0.000651381,0.000441594,0.00044661,0.004756997
"PA(a-13:0/18:1(12Z)-2OH(9,10))",0.007886149,0.000830884,0.00331742,0.0,0.000299904,0.000193081,0.001892897,0.0,0.00188426,0.020442886,0.013202733,0.01250534,0.003704534,0.044502007,0.013430114,0.018758021,0.020343018,0.005873407,0.004196828,0.030788264
"PA(i-12:0/20:4(5Z,8Z,11Z,13E)+=O(15))",0.000729339,0.00099629,0.002960177,0.00045188,0.000414506,0.000467291,0.000633568,4.9877e-05,0.001929401,0.024450494,0.020548174,0.04070942,0.000226898,0.029372388,0.033579904,0.002350139,0.03985182,0.006496679,0.002229629,0.078917681
PA(i-12:0/i-24:0),0.003056275,0.010912245,0.005344954,0.028726745,0.006609766,0.03314154,0.002178403,0.003443703,0.001418369,0.003766701,0.008716092,0.00743729,0.043235892,0.014400301,0.005315075,0.008555794,0.01251457,0.002930269,0.027108236,0.011981221
"PA(i-16:0/20:4(5Z,8Z,11Z,14Z)-OH(16R))",0.000741674,0.000303223,0.001908456,0.000417119,0.000180093,0.00049947,0.001000794,0.00043657,0.000236215,0.000873448,0.001948529,0.001545924,0.000402111,0.001782591,0.002506845,0.001079026,0.004334922,0.000716231,0.000871197,0.001142786
"PA(i-18:0/20:3(6,8,11)-OH(5))",0.001910684,0.001052249,0.0018583,0.002912876,0.002685152,0.001914462,0.000694525,0.001824821,0.002299617,0.001525541,0.001394057,0.001713926,0.001483315,0.000655272,0.000531296,0.001091251,0.000577289,0.001850148,0.001390602,0.000384848
