Compound,A1,A10,A11,A20,A28,A29,A30,A6,A7,A9,B1,B10,B2,B3,B4,B5,B6,B7,B8,B9
N-Acetyl-7-O-acetylneuraminic acid,0.015451965,0.003511173,0.031537224,0.00416485,0.012186141,0.005759323,0.008498158,0.003203016,0.026803478,0.045015866,0.035866606,0.050416486,0.00280475,0.013340371,0.04304662,0.00750997,0.020571928,0.00775281,0.016725009,0.014817774
N-Acetyl-D-galactosamine,0.003799479,0.002684598,0.026100872,0.0,0.0,0.0,0.000217018,0.0,0.01194709,0.041142617,0.01446308,0.021343105,0.001878125,0.008827412,0.013247956,0.007996238,0.007022597,0.009518543,0.009185343,0.007417435
N-Acetyl-L-phenylalanine,0.001101277,0.00199403,0.01362722,0.001254134,0.001168866,0.000942151,0.001045766,0.001936478,0.029723024,0.00359205,0.003675546,0.01434351,0.001539177,0.018070327,0.016534806,0.002681171,0.012578173,0.004193282,0.002179264,0.005763258
N-Acetyl-a-neuraminic acid,1.627545245,1.013221111,3.402429841,0.544477793,0.588460259,0.390578906,0.30506961,0.202420875,1.910222675,6.482170655,1.695790208,2.865038276,0.187267119,2.61754269,2.448121854,1.83310459,0.786871812,0.726247743,0.795015624,1.204870435
N-Acetylneuraminic acid,0.080759092,0.070957927,0.250734266,0.040448233,0.027842034,0.020830875,0.016790559,0.01570427,0.127796181,0.463626237,0.093801928,0.164956606,0.0144377,0.139440567,0.150299283,0.089063965,0.037906471,0.044030735,0.053799029,0.072717705
N-Oleoylethanolamine,0.000771084,0.000508902,0.007766414,0.000404546,0.000406538,0.000495153,0.003239386,0.000505262,0.001327116,0.002254012,0.00447327,0.002071286,0.000388546,0.021325522,0.013113599,0.006823353,0.011317422,0.001116613,0.000545779,0.005324774
"N-[(3a,5b,7a)-3-hydroxy-24-oxo-7-(sulfooxy)cholan-24-yl]-Glycine",0.006796351,0.018022798,0.002160276,0.00568374,0.001594163,0.003059141,0.000117283,0.009738506,0.03247357,0.023782392,0.00900384,0.008679043,0.017403211,0.003569172,0.01033942,0.004322159,0.001645339,0.012831695,0.012908725,0.002359745
N-[4-[1-[2-(6-Methylpyridin-2-yl)ethyl]piperidine-4-carbonyl]phenyl]methanesulfonamide,0.000417954,0.009715289,0.000509007,0.00028335,0.000235209,0.004005831,0.01605421,0.000528063,0.001418345,0.000351231,0.000305105,0.000625375,0.000528619,0.00046693,0.001202189,0.000182537,0.000504633,0.002209836,0.000460288,0.000610836
N-acetyllactosamine,0.004892414,0.004916896,0.047246118,0.00270409,0.003333483,0.000510465,0.00202567,0.004267905,0.014333548,0.061328685,0.019063591,0.025296894,0.001723088,0.012931572,0.025781371,0.018750008,0.010169608,0.012399971,0.006901552,0.008492079
NAD,0.005156158,0.008269423,0.01500335,0.00041327,0.001486367,0.001462401,0.003598546,0.001832371,0.00208526,0.002931231,0.0052511,0.003961925,0.001892108,0.010412783,0.034123809,0.008943134,0.009870565,0.003033702,0.002278663,0.003954753
NAD+,0.002693212,0.002259147,0.011678883,0.000406981,0.000489857,0.0008147,0.003000312,0.002938949,0.001850553,0.001579375,0.007069321,0.004492392,0.001098935,0.001934916,0.042364931,0.006102336,0.012259677,0.005134509,0.001264265,0.008329152
"Naphthalene-1,2-diol",0.003226935,0.002067179,0.001860573,0.00173506,0.004052226,0.002292681,0.00122367,0.002565265,0.003697744,0.002673357,0.002137242,0.003124642,0.001710912,0.001536789,0.001064965,0.001756348,0.002056386,0.00303341,0.002193796,0.000936261
Neohesperidin,0.000165159,3.31053e-05,0.000123305,5.12171e-05,0.000443764,0.0,1.74002e-05,5.09528e-05,0.000737895,0.000647937,6.89703e-05,0.000279812,0.002485956,0.000855924,0.000397856,0.052819847,0.000996027,0.005568156,0.000156999,0.00252877
Neryl formate,0.00125574,0.001204471,0.004212145,0.000423807,0.000250818,0.00065136,0.000408496,0.001069628,0.002000406,0.002779562,0.001120757,0.005624918,0.000224978,0.003012131,0.000522839,0.001847077,0.0018863,0.002074424,0.000452498,0.001676479
O-butanoyl-carnitine,0.000571454,0.001413687,0.001177094,0.000629849,0.000741338,0.000509312,0.00019459,0.002421732,0.002734966,0.000846621,0.000414049,0.002491953,0.000717603,0.000883791,0.000546029,0.000437874,0.000866823,0.003441912,0.001956327,0.000527999
Obacunone,0.002940816,0.000657483,0.001553598,0.0004481,0.000794933,0.000579,0.000719922,0.000506729,0.001279028,0.005162274,0.012436687,0.005370352,0.001385012,0.00917235,0.00396158,0.002062189,0.006476574,0.003341079,0.002237252,0.00992356
Obtusifolin,0.027249441,0.007011685,0.010643369,0.012838307,0.01885469,0.013768375,0.003840961,0.009664413,0.012993916,0.031122673,0.006981027,0.01032537,0.006820801,0.007243327,0.002907793,0.004426202,0.01637462,0.01269441,0.012048459,0.004693796
Oleic acid,0.567325313,0.139011585,0.297531382,0.058139356,0.052727017,0.078937182,0.139882308,0.049610322,0.276006778,1.344929562,1.441129025,0.72422457,0.27523997,1.871368669,0.583621174,1.144895966,0.968841692,0.398345673,0.32159481,2.233117629
Oxaloacetate,0.042295049,0.021786924,0.023742388,0.025106389,0.045664814,0.026967174,0.007041358,0.032123367,0.04189598,0.026929622,0.020302378,0.021824102,0.022148345,0.013117063,0.011712607,0.012028504,0.0136755,0.041185859,0.022070472,0.00990948
Oxytocin,0.0,0.000146777,0.000551338,0.0,0.0,0.0,0.0,4.18279e-05,5.02661e-05,0.000139976,0.000466921,0.000641079,0.0,0.000647414,0.006416538,0.001060342,0.001921863,0.000126201,0.0,0.000809653
PA 24:2,0.042875514,1.929299527,0.00142169,0.040146057,0.048699013,0.020343855,2.409121983,0.001613916,0.017332297,0.001867284,0.01029051,0.001328733,0.027006836,0.244930175,0.582903205,0.000672572,0.002762761,0.008668298,0.001013904,0.218601254
"PA(16:0/18:3(9Z,12Z,15Z))",0.004773976,0.004211884,0.005116216,0.003537422,0.00318948,0.003697598,0.001361675,0.003575601,0.005138255,0.003502811,0.005015235,0.005658693,0.005731989,0.004518829,0.003462115,0.001251442,0.006892164,0.00686054,0.006947764,0.003178777
PA(18:0/LTE4),0.0,0.00294393,0.001219942,0.010780871,0.026762404,0.031906436,0.001294594,0.001733174,0.0,0.0,0.0,0.0,0.021144939,0.000578889,0.000619628,0.016624464,0.002455308,0.001882716,0.007195218,0.000556443
"PA(18:1(12Z)-2OH(9,10)/i-21:0)",0.005199661,0.042747607,0.005158924,0.306003222,0.021051474,0.353641274,0.002334957,0.011142579,0.0,0.023836564,0.03154237,0.008194188,0.248459213,0.009024955,0.005788734,0.247422526,0.003640127,0.00377403,0.040464678,0.001852311
"PA(18:2(9Z,12Z)/18:1(11Z))",0.001467591,0.001434758,0.001658712,0.001715663,0.002756493,0.001905937,0.00062522,0.002342064,0.002846402,0.00224265,0.001654368,0.00185448,0.001777816,0.00081596,0.000670328,0.001245559,0.001095806,0.00287841,0.001889873,0.000543851
"PA(18:3(6Z,9Z,12Z)/18:2(9Z,12Z))",0.000518274,0.000351457,0.000912547,0.000574004,0.000108312,0.00110799,0.00070997,0.000103493,0.000461997,0.000897787,0.001329367,0.000758145,0.001104776,0.005578539,0.002441761,0.001425064,0.000996198,0.00044386,0.000988159,0.010290887
"PA(18:3(9Z,12Z,15Z)/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))",0.0,0.000137845,0.000458587,0.0,0.000110009,4.28561e-05,0.000204743,0.000111224,0.0,0.0,0.000156464,0.000961957,0.0,0.002323866,0.001719945,0.000140802,0.005067011,0.001082595,0.000364479,0.000762097
"PA(20:4(5Z,7E,11Z,14Z)-OH(9)/P-16:0)",0.000706108,0.000560331,0.000516297,0.000468283,0.000380799,0.000497451,0.000711228,0.000387024,0.000919154,0.001598212,0.0028003,0.001403619,0.001313243,0.006335362,0.003334756,0.002884494,0.001198228,0.000559204,0.000866425,0.005995751
"PA(20:4(5Z,8Z,10E,14Z)-OH(12S)/i-21:0)",0.017992545,0.004089042,0.005075872,0.005036407,0.008793717,0.006236456,0.003072847,0.007737717,0.009793063,0.012336136,0.003679142,0.007110266,0.006401841,0.004009988,0.003000606,0.005827821,0.004987623,0.007677716,0.010613588,0.002691705
"PA(20:5(5Z,8Z,11Z,14Z,17Z)/LTE4)",0.000775865,0.000439351,0.000517072,0.000350064,0.000268609,0.000313532,0.00017949,0.000263817,0.00094264,0.001095289,0.002777604,0.004156864,0.000169742,0.240167041,0.001583398,0.000260585,0.003879772,0.001043513,0.000447443,0.027693691
"PA(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z))",0.189754701,0.015546966,2.808380472,0.079246434,1.019249205,0.171454043,0.08537517,0.399034816,0.444325403,0.091613328,0.018301141,0.010590144,0.097336286,0.016564824,0.024961705,0.152752679,0.038739918,0.080716269,0.058902235,0.002219129
PA(22:1(13Z)/6 keto-PGF1alpha),0.0,0.00728548,0.002336151,0.010651849,0.000918227,0.009472813,0.000256595,0.001781329,0.0,0.000607822,0.001470296,0.0,0.007680966,0.001412317,0.000504534,0.01029087,0.001397093,0.000128683,0.001457679,0.003145768
"PA(22:5(4Z,7Z,10Z,13Z,16Z)/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))",0.0,0.000576085,0.0008057,3.8255e-05,6.65843e-05,0.0,0.000194276,5.53455e-05,6.53979e-05,0.0,0.000314284,0.001384304,0.0,0.002140359,0.005001778,0.002520227,0.004079223,0.000403092,4.65657e-05,0.001359241
"PA(22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,13E)-OH(15S))",0.000137718,9.38833e-05,0.000153182,8.33555e-05,6.71565e-05,0.000127816,6.7256e-05,0.0,6.79147e-05,0.000174847,0.00133827,0.001907766,0.000544885,0.001543634,0.00088261,0.000740562,0.0,9.68691e-05,0.000265535,0.000251387
"PA(24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.087690453,0.00739525,0.419992457,0.013637325,0.400591567,0.082565113,0.026078262,0.116196001,0.175300246,0.016111069,0.005937461,0.002536513,0.044175248,0.005955715,0.005649245,0.036236983,0.00814437,0.022173051,0.022287578,0.001354109
PA(8:0/i-13:0),0.00553026,0.001828187,0.004052344,0.001088651,0.001648973,0.000797242,0.00055122,0.001389404,0.001823076,0.001077789,0.009221056,0.004319838,0.001198363,0.008313594,0.003829565,0.005767463,0.005752992,0.002967746,0.002863142,0.008129959
"PA(PGE2/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.00149977,0.000662649,8.50451e-05,0.000207559,0.000295437,0.000718458,0.000173933,0.0,0.000381707,0.001051445,0.012315517,0.004557056,6.06175e-05,0.001920647,0.007330092,0.000537685,0.001121987,0.004442279,0.000369288,0.001275353
PA(PGJ2/10:0),0.002347803,0.008916361,0.000691127,0.000998391,0.000554355,0.000544266,0.017145027,0.001643509,0.00075755,0.001221019,0.000349241,0.000339516,0.003028436,0.006019518,0.014747121,0.000432301,0.000651381,0.000441594,0.00044661,0.004756997
"PA(a-13:0/18:1(12Z)-2OH(9,10))",0.007886149,0.000830884,0.00331742,0.0,0.000299904,0.000193081,0.001892897,0.0,0.00188426,0.020442886,0.013202733,0.01250534,0.003704534,0.044502007,0.013430114,0.018758021,0.020343018,0.005873407,0.004196828,0.030788264
"PA(i-12:0/20:4(5Z,8Z,11Z,13E)+=O(15))",0.000729339,0.00099629,0.002960177,0.00045188,0.000414506,0.000467291,0.000633568,4.9877e-05,0.001929401,0.024450494,0.020548174,0.04070942,0.000226898,0.029372388,0.033579904,0.002350139,0.03985182,0.006496679,0.002229629,0.078917681
PA(i-12:0/i-24:0),0.003056275,0.010912245,0.005344954,0.028726745,0.006609766,0.03314154,0.002178403,0.003443703,0.001418369,0.003766701,0.008716092,0.00743729,0.043235892,0.014400301,0.005315075,0.008555794,0.01251457,0.002930269,0.027108236,0.011981221
"PA(i-16:0/20:4(5Z,8Z,11Z,14Z)-OH(16R))",0.000741674,0.000303223,0.001908456,0.000417119,0.000180093,0.00049947,0.001000794,0.00043657,0.000236215,0.000873448,0.001948529,0.001545924,0.000402111,0.001782591,0.002506845,0.001079026,0.004334922,0.000716231,0.000871197,0.001142786
"PA(i-18:0/20:3(6,8,11)-OH(5))",0.001910684,0.001052249,0.0018583,0.002912876,0.002685152,0.001914462,0.000694525,0.001824821,0.002299617,0.001525541,0.001394057,0.001713926,0.001483315,0.000655272,0.000531296,0.001091251,0.000577289,0.001850148,0.001390602,0.000384848
"PA(i-19:0/20:3(6,8,11)-OH(5))",0.001783526,0.00073127,0.002909081,0.000824137,0.001151354,0.003340949,0.00035858,0.001190636,0.001773963,0.001976703,0.000687514,0.001161106,0.001256562,0.003603602,0.000629584,0.000968682,0.001407565,0.001368174,0.001827723,0.000864562
PA(i-24:0/13:0),0.002416949,0.000724022,0.001074948,0.001007236,0.001395341,0.001043258,0.000554888,0.001201074,0.001590968,0.002621257,0.000570893,0.000663058,0.000776571,0.00044882,0.000542592,0.001335092,0.001510592,0.001204012,0.001931617,0.00031739
PC 10:0_26:3,0.150886043,0.0067884,0.840495868,0.002001039,0.948052368,0.131101915,0.083441153,0.166187081,0.35373246,0.145344333,0.008007378,0.00333992,0.178116129,0.009294874,0.009371057,0.082290653,0.019197873,0.034504363,0.040652188,0.003982987
PC 13:1_18:1,0.003582217,0.0339369,0.063583061,0.000805039,0.014738584,0.158410954,0.022718269,0.019258908,0.01381703,0.012550973,0.12295483,0.009656651,0.323030588,0.004147163,0.005508127,0.033523882,0.028910045,0.006345662,0.000785118,0.000244469
PC 14:1_20:1,0.401477721,0.022051707,2.78594102,0.347225216,1.258084335,0.861639394,0.254747757,2.284809213,1.030944151,0.251830842,0.004465844,0.020006218,0.179081644,0.027193016,0.073483172,0.212682808,0.069633528,0.285554645,0.101181274,0.019480294
PC 16:0e,0.243771531,0.019009485,0.027058062,0.019615255,0.034108288,0.020785763,0.037398628,0.005354522,0.099493138,0.302025816,0.331998979,0.153724512,0.055533288,0.865860227,0.189459063,0.035266576,0.090058546,0.119937216,0.103325975,0.797217328
PC 17:0_16:1,0.011429837,0.001217536,0.013851486,0.00296413,0.008301947,0.009218701,0.00556964,0.002719494,0.00927064,0.005146521,0.000879354,0.014301073,0.001291755,0.001082505,0.002975972,0.001833138,0.00084605,0.003188931,0.002356408,0.001699965
PC 18:0e,0.021713066,0.001487802,0.007329866,0.003309019,0.004018352,0.002164047,0.006836611,0.001729322,0.027597412,0.085922061,0.047033124,0.018058638,0.007917874,0.122074733,0.178671436,0.009106965,0.028931362,0.004933739,0.016505418,0.247085918
PC 18:2_20:4,0.013043352,0.002570897,0.004141314,0.000367649,0.048455713,0.004978553,0.003049746,0.424632366,0.001751061,0.233033486,0.004473488,0.003625191,0.004678293,0.004534246,0.002226418,0.004165199,0.002366221,0.028444316,0.018698189,0.004073823
PC 20:2e,0.005705413,0.00090683,0.001697115,0.001543462,0.002229335,0.002106089,0.000973166,0.000548324,0.006449228,0.011378734,0.032008122,0.005795975,0.001747249,0.016972115,0.007962019,0.000937911,0.001746138,0.008948407,0.006988329,0.034634985
PC 20:4e,0.018600513,0.001531263,0.002658309,0.002672802,0.002232245,0.004980563,0.002170689,0.001549713,0.02180407,0.045275243,0.037831262,0.031215717,0.00292689,0.059413191,0.004852509,0.004606015,0.002928433,0.053803217,0.023966966,0.032727787
PC 34:0,0.014356686,0.003689364,0.006119371,0.004140128,0.041586559,0.0143823,0.070152654,0.005767035,0.069182245,0.027757361,0.001323956,0.001774258,0.00467452,0.008267169,0.005661128,0.002228545,0.023605367,0.235792366,0.003615921,0.010714866
PC 41:6,0.006266234,0.001257294,0.000890904,0.000885534,0.003917597,0.001211719,0.001323557,0.003506535,0.001369673,0.002746658,0.00718386,0.010311697,0.001351597,0.003059264,0.00431587,0.001212795,0.004230262,0.003573525,0.004908591,0.002468601
PC(14:0/0:0),0.000102018,0.001658062,0.000510664,0.000101246,0.000100095,0.0,0.000258823,0.000361491,0.000150053,0.00045062,0.002715898,0.001983915,0.000261905,0.001847599,0.001590882,0.007079296,0.012227146,0.001815055,0.001346596,0.006543441
PC(14:0/15:0),0.00136171,0.002432721,0.001672674,0.002791655,0.003653691,0.004161541,0.000490831,0.001533648,0.000668413,0.001095724,0.002977463,0.001675456,0.007243757,0.001201746,0.000921759,0.001648408,0.002433434,0.00126705,0.014298087,0.001759134
PC(14:0/P-18:1(11Z)),0.000661543,0.001389904,0.000774904,0.008914087,0.002277923,0.009831056,0.000635645,0.001092074,0.000391145,0.00051428,0.002218967,0.000534025,0.013960238,0.000632604,0.000783975,0.005324177,0.001838323,0.001051234,0.011538616,0.000779988
PC(15:0/P-18:1(9Z)),0.006437807,0.003383677,0.004397962,0.006798644,0.016598978,0.139255636,0.293123948,0.010027648,0.032423096,0.15930402,0.003321422,0.155054811,0.063490623,0.003270078,0.031799741,0.01916425,0.000863201,0.749061149,0.038092051,0.009106178
"PC(16:0/18:2(9Z,12Z))",0.0,0.010052962,0.163492486,0.088785787,0.029094757,0.082927537,0.004986924,0.006952355,0.011256605,0.009409786,0.006213534,0.0,0.069577965,0.001610835,0.003974349,0.03090397,0.007014992,0.004837749,0.020102211,0.006706343
PC(16:1(9Z)/LTE4),0.001653257,0.002337358,0.004817201,0.000693477,0.000296312,0.000512066,0.000411755,0.000736651,0.008550419,0.002308476,0.005573795,0.007083444,0.0,0.013379464,0.002248128,0.00231394,0.012941836,0.010348788,0.001774492,0.010350122
PC(18:0/PGF1alpha),0.011005198,0.001825383,0.019275937,0.004974387,0.024988882,0.008595281,0.002335937,0.011047375,0.011078504,0.013199575,0.019358422,0.037582206,0.002417862,0.001520398,0.008867041,0.003177219,0.000932183,0.010426668,0.019765896,0.007388342
"PC(18:4(6Z,9Z,12Z,15Z)/P-18:1(9Z))",0.003748815,0.001097355,0.000947703,0.001008714,0.000949376,0.001019101,0.00198206,0.000480085,0.000105437,0.002448337,0.017221911,0.010018895,0.001802945,0.003596792,0.002607627,0.001139869,0.020647975,0.001205087,0.001998453,0.016205182
"PC(20:3(5Z,8Z,11Z)/LTE4)",0.000693979,0.011193679,0.000414404,0.0,0.0,0.0,0.003643407,0.0,0.000655205,0.002431682,0.026592359,0.004355058,0.001291442,0.002255957,0.00408531,0.00071771,0.0008078,0.001256276,0.00039498,0.00242732
"PC(20:3(8Z,11Z,14Z)-2OH(5,6)/2:0)",0.000936684,0.003486605,0.030207463,0.002002235,0.003135351,0.001303517,0.001710621,0.00090577,0.005977905,0.001986774,0.039219488,0.029229059,0.001471424,0.025056566,0.035215807,0.015282512,0.028047024,0.002740159,0.004164246,0.00701106
"PC(20:4(5Z,8Z,11Z,14Z)-OH(16R)/DiMe(13,5))",0.006903699,0.001348904,0.067128239,0.000441888,0.00041592,0.000211787,0.03004044,0.000439383,0.002515457,0.004833447,0.026175175,0.004819888,0.000279329,0.007534336,0.036976069,0.042580027,0.026355742,0.000786111,0.003166698,0.030617889
"PC(20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))",0.019241717,0.002543492,0.001060381,0.001513722,0.011079217,0.00694816,0.005615032,0.001604775,0.003798519,0.015577986,0.029999413,0.047465368,0.003105138,0.011791714,0.018083963,0.003050981,0.021667315,0.017954628,0.027418997,0.009051191
"PC(20:4(6Z,8E,10E,14Z)-2OH(5S,12R)/2:0)",0.000102987,0.000149516,0.008572509,3.33502e-05,0.000177807,0.000111493,0.000149904,4.83304e-05,0.000383162,0.000308585,0.000309577,0.001691013,0.0,0.002681983,0.0017892,0.002429486,0.011514376,0.001561945,0.000719253,0.000653758
"PC(20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15)/20:5(5Z,8Z,11Z,14Z,17Z))",0.0,0.000110737,0.000814205,0.0,0.0,4.63442e-05,6.02961e-05,0.0,0.0,0.000224199,0.008936016,0.003516148,6.24276e-05,0.006384049,0.003044236,0.001011221,0.034812539,0.001597622,0.000242542,0.000701806
"PC(22:5(4Z,7Z,10Z,13Z,16Z)/LTE4)",0.000775345,0.00164484,0.001059668,0.000249611,0.000697258,0.00024101,0.000736233,5.71561e-05,0.001397432,0.002620592,0.003880339,0.004315744,0.000429729,0.004886191,0.000861888,0.003202728,0.009435675,0.00174371,0.000521978,0.003454609
"PC(24:0/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))",0.00266172,0.000391157,0.003740384,0.000530421,0.001069102,0.000340777,0.00280505,0.000177512,0.001620189,0.005987902,0.010191709,0.001495512,0.000600522,0.036703971,0.021271212,0.010102222,0.004338763,0.000828278,0.002116527,0.089503828
"PC(2:0/20:3(8Z,11Z,14Z)-2OH(5,6))",0.000897009,0.005599565,0.030802938,0.001919762,0.003497611,0.001629698,0.002695828,0.000688893,0.005917217,0.003488695,0.03443635,0.032454425,0.001975438,0.0186297,0.046876423,0.015604115,0.02485112,0.001662238,0.004462029,0.006182088
PC(2:0/5-iso PGF2VI),0.002044656,0.004024552,0.001072061,5.58846e-05,9.79497e-05,0.000273758,0.001120931,0.00014021,0.001907881,0.001918727,0.002902541,0.00778237,0.000160415,0.00157753,0.004885122,0.017367773,0.003365167,0.006019051,0.005346041,0.001533665
"PC(DiMe(13,5)/20:4(5Z,8Z,11Z,13E)+=O(15))",0.005989055,0.005624653,0.003545838,0.003308196,0.007978825,0.004570556,0.001823494,0.007078108,0.005148294,0.000700517,0.002208724,0.005441447,0.001985172,0.00176925,0.001335575,0.00158401,0.002761859,0.005795063,0.005109431,0.001075694
"PC(DiMe(13,5)/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))",0.002500711,0.003104135,0.001130635,0.001846598,0.002814943,0.001853749,0.000952727,0.003406421,0.002171938,0.001777188,0.001360855,0.00233855,0.001698371,0.001060149,0.000782797,0.00104984,0.001535422,0.002581948,0.001992035,0.000467115
"PC(DiMe(13,5)/PGJ2)",0.001203486,0.007597731,0.000249772,0.002135615,0.001873608,0.002730973,0.000983541,0.002817148,0.015436337,0.003323226,0.026453661,0.001978679,0.000688889,0.007292908,0.003089914,0.000698623,0.0,0.005184328,0.000939873,0.005913229
"PC(LTE4/18:3(6Z,9Z,12Z))",0.000581124,0.005482527,0.003498979,0.000818505,0.00180326,0.000814513,0.001944602,0.001177981,0.004149545,0.005753644,0.034857737,0.020124079,0.00073415,0.013779331,0.001946143,0.01573122,0.086252344,0.006649753,0.004580309,0.006634152
"PC(LTE4/20:4(5Z,8Z,11Z,14Z))",0.000367832,0.002821292,0.002149248,0.000254942,0.000987107,0.000184114,0.000738272,0.000202461,0.002217861,0.002461496,0.007729919,0.006640344,0.000588471,0.004505372,0.002672197,0.004857908,0.026006808,0.001479346,0.00192797,0.004754781
PC(P-18:0/15:0),0.001945809,0.000294647,3.84613e-05,0.000860425,0.004772979,0.003220834,0.02885878,0.001044057,0.004744466,0.025115087,0.001487556,0.007304732,0.002526193,0.0,0.002773074,0.000537546,0.004225326,0.045347531,0.004502945,0.00056965
PC(PGF2alpha/2:0),0.001280261,0.00222312,0.000692472,0.001968858,0.002113394,0.001886298,0.001116119,0.000681199,0.006202554,0.004744974,0.003095894,0.002802368,0.000748696,0.002479904,0.001432996,0.001958837,0.008281946,0.004320085,0.001885274,0.001671464
"PC(PGJ2/DiMe(13,5))",0.002633873,0.001161507,0.001038299,0.001149463,0.002268885,0.001428194,0.000611256,0.002012524,0.002075016,0.001368664,0.000814393,0.001444956,0.000899703,0.000498236,0.000499824,0.000442417,0.001032197,0.001781784,0.001079866,0.000378495
PE 12:0_15:0,0.003994943,0.001655055,0.012876754,0.000513916,0.000639626,0.000211128,0.003298263,0.0002184,0.00233687,0.008704242,0.014787316,0.003105248,0.000552638,0.005808506,0.022198572,0.021224266,0.016755586,0.001686971,0.001278711,0.01285084
PE 13:0_13:0,0.003108295,0.001883426,0.008135685,0.004848206,0.001447414,0.007751636,0.005059748,0.000837286,0.003493416,0.004512009,0.006186666,0.008513969,0.005010706,0.00710766,0.009808846,0.021804908,0.009407138,0.001638038,0.003785559,0.011209161
PE 15:0_15:0,0.002106942,0.043265862,0.004911196,0.022157697,0.025197368,0.055803058,0.001805676,0.019824429,0.001521707,0.022018783,0.031781473,0.005219713,0.191002346,0.003144144,0.004079064,0.075291341,0.02152367,0.002984878,0.331464855,0.019016075
PE 15:0_18:1,0.012370431,0.01953868,0.00177108,0.103126826,0.003345203,0.0933214,0.001796692,0.00215115,0.000801942,0.009003094,0.024768425,0.009120175,0.268822227,0.002374676,0.002920382,0.02258839,0.010453978,0.015969948,0.324132606,0.007854611
PE 15:0_18:3,0.000560117,0.000256161,0.001580768,0.000514777,0.000501143,0.000322693,0.00058724,0.000155007,0.000243112,0.001140647,0.003064278,0.001030039,0.000610025,0.010899955,0.016591558,0.002445742,0.012702902,0.000293952,0.00072213,0.001475004
PE 16:0_18:2,0.047708709,0.256310972,0.045696646,1.550579762,0.172707099,1.27422935,0.046709241,0.043592575,0.021255976,0.020770261,0.269236155,0.057567403,1.74889818,0.025341588,0.034762649,0.484114704,0.149529976,0.02948359,1.810510802,0.094173513
PE 17:1_17:1,0.010708819,0.012757419,0.008382583,0.240399197,0.030785926,0.142676137,0.005539116,0.007989782,0.006589535,0.011461561,0.076986148,0.012727415,0.830040153,0.010109328,0.009447091,0.113908955,0.046119956,0.00768498,0.202648206,0.019948929
PE 18:0_18:2,0.034214482,0.182245183,0.04961184,0.850390444,0.114374425,0.652089765,0.020520527,0.051394741,0.017612805,0.008347842,0.119243918,0.031343786,0.476128937,0.014781839,0.039790717,0.333618735,0.078159268,0.012147856,0.350120547,0.042060826
PE 18:0_20:3,0.006134552,0.012645053,0.006642461,0.066176472,0.010344798,0.075371387,0.00135035,0.005874558,0.002445742,0.002686075,0.003869272,0.003346298,0.046609012,0.001034354,0.001647167,0.017157689,0.005362616,0.005386093,0.036137119,0.00175756
PE 18:2_18:2,0.001093923,0.0,0.001528259,7.14232e-05,6.18976e-05,0.0,0.002156242,0.0,0.000843978,0.003939109,0.000533418,0.000713504,0.002072433,0.003157519,0.00715837,0.002474401,0.001030841,0.000170991,0.000428561,0.00615008
PE 18:2_20:4,0.001310656,0.000246947,0.001310328,0.000423508,6.29037e-05,0.000418452,0.0013072,0.000299773,0.00108468,0.001880912,0.005942582,0.001149747,0.000645658,0.004290011,0.004261327,0.001227832,0.001752883,0.000373118,0.00073015,0.005669989
PE 20:4e,0.001503892,0.005280583,0.002772401,0.029706143,0.00258498,0.024267361,0.000746993,0.001636341,0.001354653,0.001156616,0.005601161,0.001272203,0.031901157,0.003983168,0.000495169,0.029199144,0.002472745,0.000834189,0.007710634,0.00050989
PE 28:1e,0.000101861,3.2094e-05,0.001405702,3.56371e-05,6.27482e-05,8.14693e-05,0.000790516,0.000101856,0.000120448,0.000566045,0.000856066,0.000926971,9.4393e-05,0.002156681,0.002380124,0.000981027,0.004791091,0.00011517,0.000175801,0.000834545
PE 28:2e,5.55063e-05,0.000146695,0.00472012,4.32362e-05,0.000198812,4.85396e-05,0.000342354,5.52567e-05,0.000363014,0.000634446,0.003641439,0.00278279,0.000105385,0.007414074,0.004157059,0.002168999,0.008743569,0.00040896,0.00045546,0.003195948
PE 29:1,0.000836646,0.000520541,0.006662644,7.38731e-05,6.52633e-05,0.000154221,0.002125878,0.000212107,0.000304258,0.00175777,0.007344865,0.003588397,0.000170798,0.015839334,0.020708453,0.007270041,0.017318566,0.000230779,0.000469083,0.004455538
PE 29:2,0.000780443,0.000342356,0.002858561,8.56485e-05,0.000186398,0.000120444,0.000872936,0.000105246,0.000179027,0.001128113,0.004618864,0.001185098,8.16025e-05,0.003865412,0.005020622,0.000921785,0.006889706,0.000168238,0.000445299,0.001918453
