Pathway,A1_RPKM,A10_RPKM,A11_RPKM,A20_RPKM,A28_RPKM,A29_RPKM,A30_RPKM,A6_RPKM,A7_RPKM,A9_RPKM,B1_RPKM,B10_RPKM,B2_RPKM,B3_RPKM,B4_RPKM,B5_RPKM,B6_RPKM,B7_RPKM,B8_RPKM,B9_RPKM
P42-PWY: incomplete reductive TCA cycle,63.750093395108756,96.8101826066593,110.54583567318363,69.76438493785251,63.53172574605101,54.39440325678671,129.5301975369369,61.253798197034605,54.39246309783778,50.80153282046754,98.83642184124807,115.27946867330546,104.02547933703849,79.02811823795571,144.25668736781225,66.10277489255037,92.78286563095416,50.4874294833227,47.12332907291876,63.84160797875832
P441-PWY: superpathway of N-acetylneuraminate degradation,222.8250939052018,244.60599177011983,210.7162871299857,264.8586621808076,273.28071280913184,128.2843510921945,308.1248008606491,264.40218658303706,320.3192802375818,177.67479431568938,260.75975731745854,250.99985857544092,176.78025823390027,119.88581747520203,286.77959484880176,267.42558269800986,158.40403461380558,135.722995567921,183.94041596711784,116.43851281254054
"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate",61.94981096648438,63.82071471680101,113.88961683468465,68.600706530224,45.03358399414369,21.368294114495278,72.5656485027812,43.38149130173781,148.53248850415645,75.0007634697301,91.72586278713675,108.24864719861567,31.42111293533239,79.30255326124383,56.94645128855764,92.63436665086002,60.54401410603571,41.09139876729269,61.70848247594171,63.83937098673559
P621-PWY: nylon-6 oligomer degradation,0.0,1.9124182006792614,0.0,0.0,0.0,0.0,3.541588425472841,0.0,0.0,0.0,7.899906298438962,3.728381316850599,0.0,4.4563992301173805,0.0,0.0,1.3595082924090485,0.0,6.6041634304781995,6.470134185433784
PANTO-PWY: phosphopantothenate biosynthesis I,172.8292261837737,371.89412872413783,290.6714457080141,188.95259012591725,213.7558096085559,296.51879293224147,297.11920745770465,261.7738334355625,267.1608258801679,193.38998402565434,263.6002120841773,259.9873062045831,209.41583066909672,173.25463377422957,277.4598067468141,300.18082803166055,331.9388893961185,92.41072948007408,189.8835771375977,174.46880712991023
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria),240.0625780212569,443.48958494504865,364.80374491113525,208.7973806485762,295.1160615147184,313.8830065797729,374.54160038744345,305.22448183720394,276.1024306244317,193.48591644965785,337.51300429466244,319.6073935085279,257.8055411667903,225.6407831591915,327.4554118754814,383.4993057964285,406.78733446899054,109.4093135481501,197.36307578578945,220.1514170980369
PENTOSE-P-PWY: pentose phosphate pathway,328.2311424480693,387.4732532043115,313.74002543410893,349.0572433687062,413.7094128505284,279.07621179423603,385.40062520827786,419.27001533316985,477.7151794457952,332.17306954526197,338.3740000668886,301.3729894823602,344.8688950817361,233.98134508342886,374.87558585353213,427.0904743216557,272.85117103076715,191.118185834161,320.3969725226948,278.9601444626161
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing),464.426409743742,718.3151016409214,768.8199991533342,507.01330658114495,569.9934931993722,421.6777872416276,670.1504000900997,604.3619868983111,616.0505561377231,469.30496928425015,625.8131172435219,632.4836456405019,480.0209135519323,530.3736706334898,568.0042607587914,755.5442269778911,688.2052001655981,279.42291051021505,493.47423107136086,609.0128310574526
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria),302.2595269351097,426.1628593970716,331.3952589290676,253.07376243603665,340.3396680558649,293.41924254877307,360.42729910627224,329.38046509604993,199.0028361232886,228.39738847681528,358.4465741331373,287.49493696418796,268.2194944279512,276.1783217323383,290.87005878954864,383.0107594016248,280.27915481632806,169.39535652811375,309.64922531582636,276.67979138461754
PHOTOALL-PWY: oxygenic photosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.153097300044789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II,0.0,6.835407090542458,0.0,0.0,0.0,20.991765856508206,14.467160912152636,5.230623344320677,0.0,0.0,5.597774030445576,3.8929178349126077,0.0,0.0,10.087588224996146,1.678961068660738,0.0,0.0,0.0,5.734914500639251
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I,0.0,68.31075629401613,5.4420131140690025,0.0,23.527857570746963,0.0,51.63204180725178,59.073399170660295,0.0,0.0,15.780532730971434,17.468037226280313,22.72264793406783,27.57394488283264,10.940796321805808,31.245436744451023,15.309681590510754,22.033770843766533,19.63065615097709,31.214477848886478
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli),87.26704592500917,75.08663115112486,139.94105115287238,146.99220393188273,60.73985474257341,67.79143894698497,129.66583521885457,113.91718407285629,102.76211480574334,67.9713515959605,103.72530636805517,192.28569996820474,138.9593533721196,174.8632562568718,141.3959596936499,140.525856924731,110.8088756074528,81.19489639382444,118.49753705242574,178.08793674978102
PPGPPMET-PWY: ppGpp metabolism,148.71698679647855,269.87411094081205,263.17174751664845,192.79724221188013,291.6092228533806,328.1516223433341,307.9188528312539,281.0656309267946,269.561460777066,135.1415497110612,258.7527780591156,174.3219465145636,256.9011742379266,195.09811861123208,328.26887982007236,236.36846871803317,305.3733582374637,170.77670098281504,188.45764047673964,129.61076582734356
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis",92.3735690862351,30.93286199574715,0.0,83.10390443024231,70.50483856505879,0.0,90.06498732205851,59.21129532069962,0.0,0.0,55.14378148920415,0.0,74.2404076552041,0.0,38.08744678453082,40.05813248801437,21.876305544406936,0.0,0.0,0.0
PWY-101: photosynthesis light reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5922800748999202,9.190356578157566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-1042: glycolysis IV,423.7726939298672,584.1084731974267,685.9529000556217,417.1280676042825,423.7067435174967,319.4554787360394,589.4843651483718,485.1356423069309,540.3742991372495,379.9691300344508,599.9473213779459,590.375080589103,402.179370511435,484.3396892547544,534.4470895475865,656.0149021587025,664.1259249422269,305.17603606653216,348.85081505499244,571.706753233876
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis,104.1157771929183,317.2793005308071,56.31953695080065,189.51664898938108,255.92853061019758,130.0614811801683,233.29769693291703,211.5687938945995,227.41333933654346,135.63019370413025,166.76711554128713,53.625922716373786,205.8107275339342,68.36864261939698,252.32618641175176,173.70113561987006,90.39181285007923,45.69635983052859,94.38313071887303,34.74805777899265
PWY-2201: folate transformations I,122.92892115798439,181.35832073375224,19.259484387897054,150.10503415202564,234.89247088669734,95.26421475778785,203.9257808247713,200.97105055809163,203.11439893971882,97.80892543224,101.77082006884072,30.289951346011815,190.60128783511684,48.84069400300689,173.17420274421977,133.36519877629016,47.53803421930973,68.9207071507444,94.11364021688357,21.425375630279206
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type",164.37633131650549,274.86044333865317,292.2174305617889,130.6212256480238,144.195317311108,156.62110443563097,294.48009962378046,206.67773486964776,171.80542912097854,161.64104878011915,255.9757953231687,244.30642229842726,167.60507963063404,213.9921503437382,218.80507467080162,308.7820613198742,280.58087068974515,101.01919175968592,175.89351803735715,187.7944335643961
PWY-2941: L-lysine biosynthesis II,282.7909017216148,267.34787774367186,429.48878198238975,345.4371122677518,298.82645914892436,190.10305546273068,300.8630500127139,336.3170070090455,377.2366613844171,304.0806962111862,271.3045416851329,339.3696273531708,298.5447870646526,326.39742718472104,268.7511256478183,421.72104637535966,344.34373229048543,172.78637624074094,277.4430791603066,411.2128447450041
PWY-2942: L-lysine biosynthesis III,243.0049701798889,430.47425382058157,494.7249617305407,267.12699313584756,218.70467302884586,300.4287164451527,409.58813192012383,310.3602180864888,284.0560504942647,281.6389464004481,387.5346926171724,398.89393110335305,234.95995533163253,370.4719601000199,380.88249899321164,470.12253175435507,484.97523158313817,160.87335901842198,177.90728432373075,347.2378210077949
PWY-3001: superpathway of L-isoleucine biosynthesis I,383.467992509055,457.0539234259816,554.9210972872872,468.29467735788063,464.73934005007106,310.69232705477793,483.83808706771435,479.448773224771,591.1589500506321,410.9327001076189,430.883642308635,471.01271137865393,428.00855522119974,458.19197305076216,492.13563335638725,549.0836433844846,439.9244816242743,233.62180990456858,392.0802644840923,548.0973937059632
PWY-3841: folate transformations II (plants),543.3133163071637,689.0149627927738,824.0512533138301,481.98932932916927,552.770310707131,614.680762218051,641.3436733386951,581.9671576290157,795.3083724365105,502.85839772153463,594.6887360584967,629.7553712866112,504.2225047283123,534.8531993035778,573.432793037199,763.4151351340746,691.0571755744869,352.658144618906,467.00674915788846,640.9839726755373
PWY-4041: &gamma;-glutamyl cycle,71.23571619228296,128.9607424187488,186.9091409061545,186.83886900991854,134.15771616559547,105.30651215876946,151.50797000484283,142.06797832387355,201.11279515683015,81.57273436557136,155.22242855130625,148.61551843384532,173.11030649363465,249.35690034891823,280.136144616717,181.27339315314023,137.4439920143336,65.87675552488875,37.125705529456475,285.3074222457308
PWY-4702: phytate degradation I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.518855777321689,0.0,0.0,0.0,0.0,1.6636292467277924,0.0,0.0,0.0
PWY-4984: urea cycle,80.35562834080855,71.97682868493747,4.35121609301828,56.10138493378563,54.74016596105218,20.41587978510848,52.516231353925896,92.19405235849985,28.534588949227505,0.0,65.66389342275991,14.67531317070301,48.99991415612695,48.4184817501081,8.955219199885743,28.6665505226272,12.913465053968393,21.327506050144116,36.96469263304967,30.117177539773756
PWY-5004: superpathway of L-citrulline metabolism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.404742212934922,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5005: biotin biosynthesis II,32.43738498549606,52.98126225802137,71.22046047623088,58.842903570328424,27.206366403921166,0.0,63.20164682235732,27.393176251097106,21.706094199428602,59.81684966194065,59.485242008076774,89.36744526741936,42.066337111064904,122.25763121367058,62.59059038532404,36.948347291923504,40.81414761804971,81.08781034269136,0.0,67.89062054179612
PWY-5030: L-histidine degradation III,119.1403344252975,143.5059252852278,188.12041461274666,68.10186251604604,50.14871460068754,84.34329590282208,161.73745385769575,97.48916937105676,96.7460853032682,62.4719001853564,216.36251087959297,184.84827249178346,59.17040512601335,190.52303167905686,104.79185304441525,163.45819794779095,214.77408701259824,81.365804425436,115.81990204995222,160.2896228182091
PWY-5097: L-lysine biosynthesis VI,262.6639078365148,417.6451876549366,473.6340636188701,382.1865155999596,439.1051693815969,254.33047922065649,428.9425301666284,415.42769796350865,386.04601560931013,343.41474867301685,333.2555876363023,360.9022011790371,353.66611814117573,339.47833367729277,481.85345590841587,448.6453172737934,454.6881986826262,169.23417496595857,219.2623158411707,296.8235180878138
PWY-5100: pyruvate fermentation to acetate and lactate II,386.71974252625483,318.8759031964549,481.1934159789326,341.64043155209026,405.18271220914016,210.97969980367446,346.65804494919223,416.0593944150966,438.0567132652467,421.891847576631,342.947548683196,444.81202197626925,355.86804641686547,342.83091571850224,336.22961338163884,517.3686217002393,374.5077966288007,265.1139458840269,378.33621433066804,472.2262315871255
PWY-5103: L-isoleucine biosynthesis III,364.4200681209241,475.63567814085803,560.6186361479428,471.95475650890467,447.7570139112963,306.35188434558665,491.511634847124,502.3407895910952,570.9492815755953,379.50630107878914,407.53849622233264,494.63003149381,433.2049084607188,502.0903468977387,512.7762069100772,543.8352811562644,433.7759986169504,259.99931958796907,397.2649212056207,551.0463634662634
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),108.44890092886628,103.53772930153728,183.6370241776237,167.00524210660976,65.41146123505985,95.22577586995456,177.94198160176992,148.03154859253442,122.34340911283793,84.67694689833111,143.48594579253336,227.54908863208288,174.89345529396238,210.1199924951267,197.23950930357196,179.93743778322568,160.38136907810397,97.16057350175203,132.227428299458,192.9476250157801
PWY-5130: 2-oxobutanoate degradation I,38.99572889489068,71.23228995233667,102.56294343726758,46.10041315740957,24.705549421892748,0.0,80.69820570275711,42.108956046945195,38.125368761428355,58.211047836296785,78.54389663615936,108.57135624242412,50.24980920493968,175.79874677700553,73.50275767964011,46.10893350101256,54.58023731142864,83.00090979800338,49.43094177988003,77.20549518148417
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome),0.0,0.0,0.0,26.72845498839573,29.735960818129957,0.0,0.0,0.0,15.475322105154898,0.0,0.0,0.0,0.0,0.0,0.0,5.079042016440309,0.0,0.0,0.0,5.748085914008939
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline),14.749477482408453,32.2202029660552,123.17082790975327,111.07222991994631,56.45310301575854,104.79279172482892,26.010957506461477,61.64198496162793,77.72550004377048,38.57406268071206,45.65195413860242,115.65486498515183,60.51299404943549,139.17827489542339,126.60883556680238,86.72317685154124,90.53448163946051,63.13895095368226,51.739229104116156,193.07522320701108
PWY-5188: tetrapyrrole biosynthesis I (from glutamate),168.18148407189764,468.01066283789123,243.91932248553718,261.836879655202,347.3155758038643,139.82601174255467,332.5334160105181,350.0672560776253,317.42245348065643,239.46606985042004,258.2039818811903,224.5591212751843,305.66096022816413,203.66686327441286,363.44932171491155,332.5668566150176,206.15474546247503,123.30307067323061,191.69383060066687,161.0142532224237
PWY-5189: tetrapyrrole biosynthesis II (from glycine),135.45049962893722,310.272762789685,99.16480875686607,121.72181643979756,141.13041224420425,97.7284112825801,183.12739512607772,184.7674434668197,115.24711042451091,138.30591296330067,139.47758601668681,93.92621490573987,151.86187321200003,87.67832118395317,197.37347300840358,229.5789248160979,136.62001890305913,0.0,140.59184341570904,91.74770367564456
PWY-5265: peptidoglycan biosynthesis II (staphylococci),208.70729130375642,72.36072127356172,152.7716046476732,76.67740580390178,74.05256586450301,0.0,41.388132386307106,324.3876173977031,0.0,223.06899782199537,36.737017462147804,114.57874701194298,142.89337003496382,236.1022581243839,90.9718181803876,156.91263806887386,143.382230709698,0.0,281.2552588285763,197.05173159815192
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation),134.16692457454985,183.4925063362487,28.030881518241536,228.71018108815628,221.13547994623661,85.30757963279416,166.90689553024802,265.0909712836057,303.3616027968773,137.83564368772534,82.99991098393812,47.05180721017263,221.20748703264832,63.32652707602782,198.91673517360957,149.37277480317346,61.174550697542585,47.399525785026036,128.57204122235692,21.22047620961135
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration),217.10555092787038,235.188081623207,191.97649366920527,310.62486564422136,334.4080894398521,228.47859401851576,212.67079612593085,331.99917823323256,333.08071587056673,149.3585838082007,136.82412933138013,113.91109794413863,256.29462657766317,169.0479836132608,232.11817806526935,260.688572282387,152.111725144068,68.88042241569602,193.43229483235896,185.5279515300298
PWY-5367: petroselinate biosynthesis,45.05316547979665,81.14558819611474,144.4932179768718,48.921289259968944,19.720807028634187,0.0,82.22397161060373,33.462341730327545,242.492961485627,111.81266580559657,86.48737177299827,120.73596200788258,34.10861935891464,0.0,62.63551088810954,108.39487060740514,63.25921710215743,78.09653325988566,65.52530287085011,45.008546667107616
PWY-5384: sucrose degradation IV (sucrose phosphorylase),82.95919539318305,126.61658842779079,227.63997202382225,194.70285941129478,163.45937352375367,41.39398467682934,153.8220500544869,160.9446751388613,267.76365268091547,89.66046846832441,138.69654630773584,136.6104812018346,171.47204760575448,235.96579111247988,232.79106207992967,169.97456259718993,235.1393082041039,74.96742784841396,79.50761238537254,266.5399710874894
PWY-5392: reductive TCA cycle II,22.32078289475956,6.1677760450466605,0.0,0.0,0.0,26.212284683465807,11.299200169728122,3.5087794517758932,0.0,0.0,12.350529498582612,4.782877191711056,0.0,8.20709315802956,0.0,0.0,3.0102276726552764,0.0,0.0,8.039921247497919
PWY-5415: catechol degradation I (meta-cleavage pathway),0.0,0.0,10.029309609803263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.638623093757403
"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.667039584328833,0.0,0.0,0.0,0.0
PWY-5484: glycolysis II (from fructose 6-phosphate),313.9379115848886,355.03166827342295,462.4738375265149,334.6719595186683,349.65477823339546,220.9300363816418,416.68380156991674,338.22362953688884,384.30798167359,321.4800660301111,392.4570940913303,403.96853476267887,335.91944744683246,360.1089581019921,422.0319242404029,473.95281868677534,371.43649453043315,213.38391226717442,251.87693640743075,388.8466856654874
PWY-5497: purine nucleobases degradation II (anaerobic),27.898635920082384,20.915228992105536,14.550017070648519,41.043011678189686,0.0,0.0,47.04425024757856,18.24381362156586,0.0,17.668909681581244,32.58268446128569,70.53249136402259,35.11046028460984,22.23450672354218,0.0,36.97242380927603,19.493974788911498,0.0,22.60539288633375,27.3090416163486
PWY-5505: L-glutamate and L-glutamine biosynthesis,0.0,0.0,2.9337285625477145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5101073742942128,7.917656325824324,0.0,0.0,0.0
PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II,0.0,1.2072491661588653,1.6896448394962034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0098403377063085,1.0021441013007866,0.0,0.0,0.0
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.186169983118742,0.0,0.0,0.0,0.0
PWY-5659: GDP-mannose biosynthesis,170.26215286424386,206.39595292730306,174.3640169847414,260.39548974133373,226.63640106423367,175.31247593501158,222.61843607367362,283.2464869471165,246.4534273214733,84.30249544929765,241.47634498306294,201.15426570935617,175.37254485929282,158.27672942032243,299.6196029073101,202.6472608752543,225.06412201036855,119.99206028142412,197.83433444947818,246.1984506764645
PWY-5667: CDP-diacylglycerol biosynthesis I,377.52345761575145,558.5202836890439,419.8131608694656,347.14240092850474,612.7876601648115,385.9217311149006,485.2526720980653,447.31734693290906,411.4589946182539,422.5087930127851,485.2209794000136,324.18207130762516,464.6128553326058,329.36831780801253,444.29456266749213,566.5449757544598,428.81817887156944,204.26068877060158,292.4586275749457,483.78774376158987
PWY-5675: nitrate reduction V (assimilatory),0.0,13.149719648406771,24.45108274541189,31.393091897300096,0.0,20.15637951585334,3.1873193787072434,61.345221308565996,102.28826797588015,7.301219509450753,7.137187918415346,31.56449337296057,21.546186078577193,13.854596731109401,38.59706934648811,18.303148390767014,19.63001444885134,22.53655922742346,50.44321544329041,30.915669892640445
PWY-5676: acetyl-CoA fermentation to butanoate II,41.83993777692973,25.45055970170192,81.84026174024085,22.41040106718388,21.626587172619168,25.019358640939473,58.44853362724794,35.414496360067055,70.97736008536405,110.2346144523375,78.39970344253545,163.99371491179647,19.65834293643134,43.52818223843467,26.737874551917876,98.70758600096723,104.42591673212894,51.337763215473494,60.50429333859797,92.41322888863533
PWY-5686: UMP biosynthesis I,442.2461590406632,660.2314320097023,688.887902472166,431.2702791359139,466.69403335046144,435.42594012745377,567.730788841044,540.6864883674136,533.3355853832404,468.1811902780958,562.2785266266319,607.2298269547039,452.92787409030853,524.1445122810626,497.4967610828821,704.5622799143625,656.5614446107077,317.3917117194212,429.9270046240546,612.3154087155746
PWY-5690: TCA cycle II (plants and fungi),0.0,0.0,2.37721578358788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.428606883071403,0.0,0.0,10.69616364359944,18.284489685016954,22.294160163751684,0.0,0.0,24.192979378858734
PWY-5695: inosine 5'-phosphate degradation,480.0538422404062,693.2257813391428,685.7141411347534,557.853341724444,633.6485566158713,492.5473213537848,671.9257122417342,608.3798080345455,720.9630796241707,496.1605226570704,650.0172043131099,606.8708223175073,574.3250097012061,571.5303599696799,627.2715286965899,720.9220530545568,700.9401702655467,265.9365597507682,360.01926689411556,570.3151166908989
PWY-5723: Rubisco shunt,62.674003686569264,11.352163903833441,66.4001794887788,38.92986367453486,8.506646572359495,0.0,91.80795951016684,18.905752688794987,52.204152193814195,20.69503959413092,83.20836047735963,105.12735765963613,52.88183791852951,102.29572707337144,48.65268533404959,83.07384710293805,143.2645741842991,0.0,0.0,45.05507916739705
"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis",66.1176118685526,124.94957525396232,154.28046254005037,139.20106763492143,116.16371587787671,38.88619691852692,165.76963237333396,142.34944702745312,118.04439257745442,80.5190357353865,155.1053620871559,116.39130231615114,95.5368393063649,159.5401482340254,224.38198714329246,118.73743503758772,101.23798592006591,28.990651422586364,26.34933095279495,79.94443789456155
PWY-5838: superpathway of menaquinol-8 biosynthesis I,90.63284178343851,35.492168001078504,131.6050171209219,146.67343933723913,107.38333724510774,50.20278904419044,99.89937023644472,123.89319119490331,0.0,0.0,129.0978780702846,136.1482845375684,98.78385349646281,113.68946863170108,173.96896352951921,109.9118284264468,180.46979669729387,41.65919557904342,0.0,91.25318609441197
PWY-5840: superpathway of menaquinol-7 biosynthesis,106.7823012783204,138.62484739375853,187.9723320192708,102.21657452968645,106.08154412219403,0.0,166.17314772607367,137.85639713959597,131.0111100910203,51.64746495139977,174.63311261244334,163.44423200747195,103.50454027150415,118.5990940483797,154.46474290086397,159.19947173693654,177.98734179417562,45.68491675722735,63.52208544521229,103.22289873883932
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation),53.953037692383916,88.97092783952378,4.348559706934523,54.293456580465694,134.75749214389185,58.62351726217118,66.57991249174206,78.49508352388641,96.10883799550633,105.46736768782729,21.283789141322195,7.102456392395667,109.44836276113614,14.250914571931885,71.16999130994452,44.07869607710591,12.553364795030141,0.0,41.114830071216204,5.437971998923596
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I,68.32614411788488,24.334522715058032,99.73964993467627,121.395370198566,85.44639464770012,35.0736924457643,74.1011776624508,94.07011358369785,0.0,0.0,101.60264537650627,106.39483747120863,76.06963727830188,86.7328630911816,143.05164914207114,80.8318252932552,143.41155143814473,30.415249483134787,0.0,70.67131774688904
PWY-5897: superpathway of menaquinol-11 biosynthesis,108.9657056283717,216.5111808673587,225.61843804933136,180.77861016056792,169.57334729748445,92.4092876098338,232.18780039790929,213.4661308874067,185.20268211190051,52.337169899747856,224.13120615613246,177.3223481628798,135.79398617316542,159.47516879338434,271.81963591532974,211.06557072627055,189.8990894170409,44.17884648048222,63.194459420521575,122.08278451809323
PWY-5898: superpathway of menaquinol-12 biosynthesis,108.9657056283717,216.5111808673587,225.61843804933136,180.77861016056792,169.57334729748445,92.4092876098338,232.18780039790929,213.4661308874067,185.20268211190051,52.337169899747856,224.13120615613246,177.3223481628798,135.79398617316542,159.47516879338434,271.81963591532974,211.06557072627055,189.8990894170409,44.17884648048222,63.194459420521575,122.08278451809323
PWY-5899: superpathway of menaquinol-13 biosynthesis,108.9657056283717,216.5111808673587,225.61843804933136,180.77861016056792,169.57334729748445,92.4092876098338,232.18780039790929,213.4661308874067,185.20268211190051,52.337169899747856,224.13120615613246,177.3223481628798,135.79398617316542,159.47516879338434,271.81963591532974,211.06557072627055,189.8990894170409,44.17884648048222,63.194459420521575,122.08278451809323
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),50.297959732692206,42.59451000271654,93.43445640492925,84.11118409558496,28.313767525137113,30.446780880023113,82.41306315292016,68.66679469901898,49.16324962563152,36.58709469785194,70.90532818755452,137.13810425685497,69.31587151885397,94.65964546539874,59.73388529512023,94.233640103281,70.65423326917045,53.08619797581203,79.23297190007018,122.91283369314905
PWY-5913: partial TCA cycle (obligate autotrophs),136.92636109166884,234.53311857999634,89.63998087661393,255.8526142614098,335.0058638205342,135.3835325982679,220.07897242749084,266.2573322254739,302.5878920434547,200.54352243443887,125.45380382511503,133.4292242203755,269.5724160600287,86.04589876378628,225.8634438377712,175.66960580314262,114.22719783371994,74.71298353505999,170.4469268596284,134.4858161093251
PWY-5918: superpathway of heme b biosynthesis from glutamate,126.00421281822281,321.5354894459967,155.61901144227463,168.58982982222437,203.1664984284566,100.10555190877741,233.34165193140265,224.67064896267897,177.9411364339634,176.15330928377077,183.73654301055637,144.31956627419675,182.62791646762142,140.19228991812855,261.7914985729021,261.0874094532015,170.49862073085552,43.4800799641,161.83085079460932,120.39754921093217
PWY-5920: superpathway of heme b biosynthesis from glycine,90.2293470767533,173.38732800077187,24.63294694707902,128.7150047132211,146.7969174198547,67.1326886735859,131.06935057407404,149.66702090256516,125.79707524793587,134.4361505880786,68.0602188455521,33.17383187443435,135.54391206175632,44.921976072552695,149.90215971127625,108.505925967316,70.7139615194799,0.0,100.29143854422058,32.599671695210574
PWY-5941: glycogen degradation II,438.80234202084443,515.0086426657792,599.5350436804997,444.78665438934627,490.11546237517393,328.25416516397087,500.43073774742436,520.9288284155682,703.1848113477294,448.0269891100072,493.89548670452456,502.27513460906084,471.8157182119665,379.76088732680574,456.6988517851291,632.1251535789615,516.9587558663147,316.6471864478602,435.0688755426302,525.9306710795623
PWY-5971: palmitate biosynthesis (type II fatty acid synthase),331.0393512687941,417.89137702787576,398.0024892445275,376.2310615191145,348.1605460262823,0.0,376.64922830293204,417.64617488782267,463.7985399251328,214.97536765756206,304.4354625905714,334.74233755186583,324.99680884338926,0.0,449.7315079264792,380.72452367007213,353.5195247264331,208.36642276840172,224.11955948151112,248.4973405412866
PWY-5973: cis-vaccenate biosynthesis,496.81911522368,539.730991641777,577.8563289391309,499.972949885238,581.8109025534978,454.6903475477555,535.3677030226669,584.2169356029889,633.3239447980264,512.9258063053569,461.45064362211383,527.9811200125639,482.77145536238766,518.09581029581,520.8535329345366,568.6216506887824,506.8702072684284,260.0880864804824,371.37673714252094,411.11841873825784
PWY-5981: CDP-diacylglycerol biosynthesis III,328.6635162711955,180.21736559781272,302.3280695803111,245.2427257209561,223.94406890399205,167.13903620930284,187.67891449405369,318.61354481873775,177.6199879365312,222.25673341109626,159.44593651106825,247.4124588434413,282.8726660108325,203.37492572861441,155.2966440078704,312.5219147192107,219.14327050192514,66.42090383935553,257.60898133414486,382.4908498612468
PWY-5989: stearate biosynthesis II (bacteria and plants),228.89140023785254,304.6186930533407,291.32236994057604,300.14000113302444,307.7667426972756,333.9011059291949,296.6276756908206,303.69528300520454,263.10354107233604,137.93518223149943,233.15272467766343,224.54185129445733,232.2036003669549,208.628615009861,364.9067755063026,269.4942121406047,292.6763575904885,93.7392192534444,154.05968000219298,169.64437110303592
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I,411.5349125515639,551.5776161939085,607.0174152806205,481.27537281883235,490.02619681734194,398.19691199193886,547.8984654386354,555.5934573236291,614.493230124373,408.22983674806903,521.3993479217672,568.5510619142673,467.89739927152385,526.1608349427167,533.8362986450857,621.9691641861826,524.9331646264832,309.84233848889295,426.8057332537353,626.9773402547595
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II,440.2414620972792,535.9816508961309,624.5912591965036,502.5713019411821,490.07162209184077,399.56987818652084,549.4331655055073,545.9495500127732,624.1313120696785,426.4086272502077,516.7374858765469,581.4763159198802,479.22886747846593,530.4515555222899,565.6637638953299,628.898735544877,544.5828624783508,321.90737919221414,416.8266462756566,635.0207986775591
PWY-6123: inosine-5'-phosphate biosynthesis I,476.6941823951799,645.5980577428494,643.1597407656982,491.6290028800352,521.5607829282626,485.09510987498027,573.6684487358103,614.5031343133276,622.2368205855016,476.28944091620036,550.0831432811177,593.5777526009894,497.8428952932365,598.7483302081106,539.8593618570812,682.3372595362671,556.0902124491231,387.77276418227655,503.3938038071848,645.3797671461992
